Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2014,201411,November 2014,4,0,1,Imports,12,Algeria,,704,Viet Nam,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,4491663,,11318714,,,0
HS,2014,201410,October 2014,4,0,1,Imports,12,Algeria,,704,Viet Nam,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,4172087,,10418031,,,0
HS,2014,201412,December 2014,4,0,1,Imports,12,Algeria,,704,Viet Nam,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,3050201,,8310446,,,0
HS,2014,201412,December 2014,4,0,1,Imports,12,Algeria,,724,Spain,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,240,,439,,,0
HS,2014,201410,October 2014,4,0,1,Imports,12,Algeria,,724,Spain,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,40,,414,,,0
HS,2014,201407,July 2014,4,0,1,Imports,12,Algeria,,724,Spain,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,1625,,12982,,,0
HS,2014,201403,March 2014,4,0,1,Imports,12,Algeria,,724,Spain,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,432,,2289,,,0
HS,2014,201406,June 2014,4,0,1,Imports,12,Algeria,,724,Spain,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,2673,,46729,,,0
HS,2014,201404,April 2014,4,0,1,Imports,12,Algeria,,724,Spain,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,1440,,1748,,,0
HS,2014,201406,June 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,1098,,61103,,,0
HS,2014,201405,May 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,1370,,61381,,,0
HS,2014,201403,March 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,1598,,74234,,,0
HS,2014,201402,February 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,2925,,123841,,,0
HS,2014,201401,January 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,7432,,387617,,,0
HS,2014,201407,July 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,5513,,305376,,,0
HS,2014,201409,September 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,8077,,409560,,,0
HS,2014,201410,October 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,7,,367,,,0
HS,2014,201411,November 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,7880,,394509,,,0
HS,2014,201412,December 2014,4,0,1,Imports,12,Algeria,,757,Switzerland,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,1817,,102742,,,0
HS,2014,201410,October 2014,4,0,2,Exports,12,Algeria,,788,Tunisia,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,291,,7053,,,0
HS,2014,201405,May 2014,4,0,2,Exports,12,Algeria,,788,Tunisia,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,143,,762,,,0
HS,2014,201405,May 2014,4,0,1,Imports,12,Algeria,,792,Turkey,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,650,,3842,,,0
HS,2014,201405,May 2014,4,0,1,Imports,12,Algeria,,800,Uganda,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,40080,,100374,,,0
HS,2014,201410,October 2014,4,0,1,Imports,12,Algeria,,800,Uganda,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,40214,,99197,,,0
HS,2014,201407,July 2014,4,0,1,Imports,12,Algeria,,800,Uganda,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,20040,,50028,,,0
HS,2014,201408,August 2014,4,0,1,Imports,12,Algeria,,800,Uganda,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,40080,,95117,,,0
HS,2014,201403,March 2014,4,0,2,Exports,12,Algeria,,818,Egypt,,,,,,,,,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0,,,,,,11,,16,,,0
