Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,2085233,,4762827,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,2007517,,1364288,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,18,,37,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,324,Guinea,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,271500,,1061436,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,328,Guyana,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,16000,,54840,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,337883,,2052802,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,202,,605,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,2057,,5605,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1286228,,2996625,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,2971915,,3545917,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,3332,,18094,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,5080,,15088,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,384,Côte d'Ivoire,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,425000,,1627061,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,388,Jamaica,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,50000,,134868,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,404,Kenya,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,10187,,45219,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,414,Kuwait,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,41000,,121518,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,422,Lebanon,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,425000,,1242658,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,428,Latvia,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,48,,187,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,428,Latvia,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,13,,79,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,434,Libya,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,100000,,490552,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,87786,,138131,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,14,,58,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,466,Mali,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,31000,,119335,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1682,,12874,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,478,Mauritania,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,16000,,46152,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,480,Mauritius,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,73000,,194665,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1100163,,2763290,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1498840,,2441056,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,579,Norway,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,2800,,16177,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,586,Pakistan,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,73000,,162001,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,608,Philippines,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,150000,,419919,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,153203,,301267,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,793,,2771,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,13450,,42325,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,820,,2933,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,654,Saint Helena,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,3888,,9967,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,670,Saint Vincent and the Grenadines,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,16000,,53441,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,124000,,281236,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,686,Senegal,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,225000,,702618,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,699,India,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1845,,7489,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,29808,,106906,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,704,Viet Nam,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,395,,7245,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,502942,,1096631,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,47089,,145043,,,0
HS,2015,201503,March 2015,4,0,1,Imports,826,United Kingdom,,752,Sweden,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,182441,,458219,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1173,,10031,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,757,Switzerland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,4429,,89090,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,43092,,225175,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,854,Burkina Faso,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,125000,,463591,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,858,Uruguay,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,16000,,45991,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,887,Yemen,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,290000,,676375,,,0
HS,2015,201503,March 2015,4,0,2,Exports,826,United Kingdom,,899,"Areas, nes",,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,2040,,3575,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,6305608,,15916395,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,14154814,,29065133,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,12,Algeria,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,416800,,1571076,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,24,Angola,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,190000,,931796,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,30,,194,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,571136,,1729397,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,46846,,56661,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,120,Cameroon,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,100000,,332170,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,219930,,2056955,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,178,Congo,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,65000,,269037,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,180,Dem.Rep. of the Congo,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,20000,,30533,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,192,Cuba,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,324000,,888995,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,644,,4604,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,93731,,287886,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,71,,477,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,28575,,67044,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1512,,6772,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,212,Dominica,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,100000,,318694,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,214,Dominican Rep.,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,100000,,304013,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,294,,1381,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1466989,,3863365,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,650693,,955171,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,266,Gabon,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,25000,,78535,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1651307,,3491226,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,473958,,2759628,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,25,,151,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,324,Guinea,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,277500,,1203604,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,328,Guyana,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,25000,,85901,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,166859,,1591035,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,440,,1142,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,9058,,23998,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,360,Indonesia,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,50000,,176578,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1174053,,3257782,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,6439610,,6389312,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,2456,,14201,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,155,,1102,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,384,Côte d'Ivoire,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,250000,,904263,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,400,Jordan,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,866,,2158,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,414,Kuwait,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,25000,,84965,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,422,Lebanon,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,810960,,2500357,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,428,Latvia,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,113,,423,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,4235,,11646,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,28,,117,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,466,Mali,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,152500,,663064,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,138,,779,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,478,Mauritania,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,25000,,95284,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,800377,,1985532,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,2869323,,3726515,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,562,Niger,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,25000,,80973,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,566,Nigeria,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,75,,1563,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,586,Pakistan,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,24350,,62639,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,81507,,168878,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,306,,969,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,3129,,9844,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,597,,2333,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1,,25,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,654,Saint Helena,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1893,,4717,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,659,Saint Kitts and Nevis,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,1000,,2765,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,106944,,265501,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,703,Slovakia,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,63,,342,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,306337,,654059,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,23971,,73852,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,752,Sweden,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,121103,,371749,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,114,,590,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,764,Thailand,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,9300,,29815,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,61258,,227149,,,0
HS,2015,201504,April 2015,4,0,1,Imports,826,United Kingdom,,826,United Kingdom,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,170,,2302,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,13092,,82956,,,0
HS,2015,201504,April 2015,4,0,2,Exports,826,United Kingdom,,854,Burkina Faso,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,50000,,212988,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,8369592,,17799361,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,18335439,,31712137,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,12,Algeria,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,750000,,2180700,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,40,Austria,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,600,,780,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,32,,322,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,50,Bangladesh,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,120000,,281670,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,541081,,1353489,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,303008,,201289,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,104,Myanmar,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,422,,7428,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,120,Cameroon,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,175000,,428671,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,23000,,57455,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,566230,,3851774,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,178,Congo,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,125000,,575677,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,180,Dem.Rep. of the Congo,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,94000,,139718,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,192,Cuba,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,832000,,2316507,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,303,,1055,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,12,,82,,,0
HS,2015,201505,May 2015,4,0,2,Exports,826,United Kingdom,,204,Benin,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,100000,,339229,,,0
HS,2015,201505,May 2015,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,0,,,,,,19200,,51980,,,0
